Doc_Number,Document_Name,Contract_Section,Category,Review_Status,Notes,Filename,Appendix_Number,Priority,Document_Type,File_Type,Size_MB,Modified_Date,Full_Path
438,Coastal Zone Management Consistency,7. RFP Appendices (Contract Documents),7 - Appendices: P - Permits and Approvals,Needs Review,,Appendix P7.E.pdf,P7,HIGH,Permits & Environmental,.PDF,1.4,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/P - Permits and Approvals/Appendix P7/Appendix P7.E/Appendix P7.E.pdf
438,Coastal Zone Management Consistency,7. RFP Appendices (Contract Documents),7 - Appendices: P - Permits and Approvals,Needs Review,,Appendix P7.F.pdf,P7,HIGH,Permits & Environmental,.PDF,0.33,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/P - Permits and Approvals/Appendix P7/Appendix P7.F/Appendix P7.F.pdf
438,Coastal Zone Management Consistency,7. RFP Appendices (Contract Documents),7 - Appendices: P - Permits and Approvals,Needs Review,,Appendix P7.G.pdf,P7,HIGH,Permits & Environmental,.PDF,0.53,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/P - Permits and Approvals/Appendix P7/Appendix P7.G/Appendix P7.G.pdf
438,Coastal Zone Management Consistency,7. RFP Appendices (Contract Documents),7 - Appendices: P - Permits and Approvals,Needs Review,,Appendix P7.H.pdf,P7,HIGH,Permits & Environmental,.PDF,3.46,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/P - Permits and Approvals/Appendix P7/Appendix P7.H/Appendix P7.H.pdf
438,Coastal Zone Management Consistency,7. RFP Appendices (Contract Documents),7 - Appendices: P - Permits and Approvals,Needs Review,,Appendix P7.I.pdf,P7,HIGH,Permits & Environmental,.PDF,3.69,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/P - Permits and Approvals/Appendix P7/Appendix P7.I/Appendix P7.I.pdf
438,Coastal Zone Management Consistency,7. RFP Appendices (Contract Documents),7 - Appendices: P - Permits and Approvals,Needs Review,,Appendix P7.J.pdf,P7,HIGH,Permits & Environmental,.PDF,0.27,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/P - Permits and Approvals/Appendix P7/Appendix P7.J/Appendix P7.J.pdf
438,Coastal Zone Management Consistency,7. RFP Appendices (Contract Documents),7 - Appendices: P - Permits and Approvals,Needs Review,,Appendix P7.K.pdf,P7,HIGH,Permits & Environmental,.PDF,0.41,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/P - Permits and Approvals/Appendix P7/Appendix P7.K/Appendix P7.K.pdf
438,Coastal Zone Management Consistency,7. RFP Appendices (Contract Documents),7 - Appendices: P - Permits and Approvals,Needs Review,,Appendix P7.L.pdf,P7,HIGH,Permits & Environmental,.PDF,0.44,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/P - Permits and Approvals/Appendix P7/Appendix P7.L/Appendix P7.L.pdf
438,Coastal Zone Management Consistency,7. RFP Appendices (Contract Documents),7 - Appendices: P - Permits and Approvals,Needs Review,,Appendix P7.M.pdf,P7,HIGH,Permits & Environmental,.PDF,0.25,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/P - Permits and Approvals/Appendix P7/Appendix P7.M/Appendix P7.M.pdf
438,Coastal Zone Management Consistency,7. RFP Appendices (Contract Documents),7 - Appendices: P - Permits and Approvals,Needs Review,,Appendix P7.N.pdf,P7,HIGH,Permits & Environmental,.PDF,0.4,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/P - Permits and Approvals/Appendix P7/Appendix P7.N/Appendix P7.N.pdf
438,Coastal Zone Management Consistency,7. RFP Appendices (Contract Documents),7 - Appendices: P - Permits and Approvals,Needs Review,,Appendix P7.O.pdf,P7,HIGH,Permits & Environmental,.PDF,2.61,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/P - Permits and Approvals/Appendix P7/Appendix P7.O/Appendix P7.O.pdf
438,Coastal Zone Management Consistency,7. RFP Appendices (Contract Documents),7 - Appendices: P - Permits and Approvals,Needs Review,,Appendix P7.P.pdf,P7,HIGH,Permits & Environmental,.PDF,0.96,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/P - Permits and Approvals/Appendix P7/Appendix P7.P/Appendix P7.P.pdf
438,Coastal Zone Management Consistency,7. RFP Appendices (Contract Documents),7 - Appendices: P - Permits and Approvals,Needs Review,,Appendix P7.Q.pdf,P7,HIGH,Permits & Environmental,.PDF,16.19,2019-11-26,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/P - Permits and Approvals/Appendix P7/Appendix P7.Q/Appendix P7.Q.pdf
438,Coastal Zone Management Consistency,7. RFP Appendices (Contract Documents),7 - Appendices: P - Permits and Approvals,Needs Review,,Appendix P8.pdf,P8,HIGH,Permits & Environmental,.PDF,0.77,2021-08-17,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/P - Permits and Approvals/Appendix P8/Appendix P8.pdf
626,QMP Outline,7. RFP Appendices (Contract Documents),7 - Appendices: V - Quality Assurance,Needs Review,,Appendix V2.pdf,V2,HIGH,Quality/Testing/Commissioning,.PDF,0.89,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/V - Quality Assurance/Appendix V2/Appendix V2.pdf
005,Design-Builder's Proposal (3 volumes),8. Design-Builder's Proposal Documents,8 - Design-Builder Proposal,Needs Review,,VOLUME 1 OF 3 SECTIONS 1 THROUGH 6 GRAHAM SR 520 Montlake to Lake Washington IC and Bridge Replacement.pdf,Volume 1,HIGH,Contract Documents,.PDF,52.65,2021-07-31,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Design-Builder's Proposal/PDF DB Proposal/VOLUME 1 OF 3 SECTIONS 1 THROUGH 6 GRAHAM SR 520 Montlake to Lake Washington IC and Bridge Replacement.pdf
005,Design-Builder's Proposal (3 volumes),8. Design-Builder's Proposal Documents,8 - Design-Builder Proposal,Needs Review,,VOLUME 3 OF 3 APPENDICES D AND E GRAHAM SR 520 Montlake to Lake Washington IC and Bridge Replacement.pdf,Volume 3,HIGH,Contract Documents,.PDF,55.04,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Design-Builder's Proposal/PDF DB Proposal/VOLUME 3 OF 3 APPENDICES D AND E GRAHAM SR 520 Montlake to Lake Washington IC and Bridge Replacement.pdf
795,096_WSDOT Sign Changes (PCO 114) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C-9015 CO 96 WSDOT Sign Changes - signed.pdf,CO 96,MEDIUM,Change Orders,.PDF,0.96,2021-06-23,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 076-100/096_WSDOT Sign Changes (PCO 114) (Executed)/Executed CO (Final Docs)/C-9015 CO 96 WSDOT Sign Changes - signed.pdf
767,068_COVID Monthly Costs for Sanit (PCO 157) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 068 COVID Monthly Costs for Sanit. - signed.pdf,CO 68,MEDIUM,Change Orders,.PDF,0.21,2021-03-25,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 051-075/068_COVID Monthly Costs for Sanit (PCO 157) (Executed)/Executed CO (Final Docs)/C9015 068 COVID Monthly Costs for Sanit. - signed.pdf
775,076_Demo of Ex. Seismic Retrofit (PCO 135) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 C076 Demo of Ex. Seismic Retrofit - signed.pdf,CO 76,MEDIUM,Change Orders,.PDF,0.2,2020-12-24,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 076-100/076_Demo of Ex. Seismic Retrofit (PCO 135) (Executed)/Executed CO (Final Docs)/C9015 C076 Demo of Ex. Seismic Retrofit - signed.pdf
749,050_E-Signature Change Orders (PCO 177) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 050 E-Signature Change Orders - signed.pdf,CO 50,MEDIUM,Change Orders,.PDF,0.14,2020-06-23,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 026-050/050_E-Signature Change Orders (PCO 177) (Executed)/Executed CO (Final Docs)/C9015 CO 050 E-Signature Change Orders - signed.pdf
750,051_COS Signal Pole Finishes (PCO 106) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 051 COS Signal Pole Finishes - signed.pdf,CO 51,MEDIUM,Change Orders,.PDF,0.15,2020-07-07,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 051-075/051_COS Signal Pole Finishes (PCO 106) (Executed)/Executed CO (Final Docs)/C9015 CO 051 COS Signal Pole Finishes - signed.pdf
751,052_Montlake Temp Market Space (PCO 077) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 052 Montlake Temp Market Space - signed.pdf,CO 52,MEDIUM,Change Orders,.PDF,0.91,2020-06-23,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 051-075/052_Montlake Temp Market Space (PCO 077) (Executed)/Executed CO (Final Docs)/C9015 CO 052 Montlake Temp Market Space - signed.pdf
752,053_Transite in Barrier Brg Struc (PCO 134) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 053 Transite in Barrier Brg Struc - signed.pdf,CO 53,MEDIUM,Change Orders,.PDF,0.17,2020-06-23,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 051-075/053_Transite in Barrier Brg Struc (PCO 134) (Executed)/Executed CO (Final Docs)/C9015 CO 053 Transite in Barrier Brg Struc - signed.pdf
753,054_Shaft Centralizer (PCO 171) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 054 Shaft Centralizer - signed.pdf,CO 54,MEDIUM,Change Orders,.PDF,0.15,2020-06-23,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 051-075/054_Shaft Centralizer (PCO 171) (Executed)/Executed CO (Final Docs)/C9015 CO 054 Shaft Centralizer - signed.pdf
754,055_54 in. Waterline North Vault (PCO 102) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 055 54-inch Waterline North Vault - signed.pdf,CO 55,MEDIUM,Change Orders,.PDF,0.18,2020-07-01,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 051-075/055_54 in. Waterline North Vault (PCO 102) (Executed)/Executed CO (Final Docs)/C9015 CO 055 54-inch Waterline North Vault - signed.pdf
755,"056_Permeable Conc-Col Trees Impact (PCO 131, 141) (Executed)",1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 056 Permeable Conc_Col Tree Impact - signed.pdf,CO 56,MEDIUM,Change Orders,.PDF,0.15,2020-06-23,"/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 051-075/056_Permeable Conc-Col Trees Impact (PCO 131, 141) (Executed)/Executed CO (Final Docs)/C9015 CO 056 Permeable Conc_Col Tree Impact - signed.pdf"
756,057_Luminaire Mounting WDX Tunnel (PCO 149) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 057 Luminaire Mounting WDX Tunnel - signed.pdf,CO 57,MEDIUM,Change Orders,.PDF,0.15,2020-06-23,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 051-075/057_Luminaire Mounting WDX Tunnel (PCO 149) (Executed)/Executed CO (Final Docs)/C9015 CO 057 Luminaire Mounting WDX Tunnel - signed.pdf
757,058_Flexible Conduit in Pier 2 (PCO 146) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 058 Flexible Conduit in Pier 2 - signed.pdf,CO 58,MEDIUM,Change Orders,.PDF,0.15,2020-08-14,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 051-075/058_Flexible Conduit in Pier 2 (PCO 146) (Executed)/Executed CO (Final Docs)/C9015 CO 058 Flexible Conduit in Pier 2 - signed.pdf
758,059_COVID Pre-Suspension (PCO 150) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 059 COVID Pre-Suspension - signed.pdf,CO 59,MEDIUM,Change Orders,.PDF,0.15,2020-07-07,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 051-075/059_COVID Pre-Suspension (PCO 150) (Executed)/Executed CO (Final Docs)/C9015 CO 059 COVID Pre-Suspension - signed.pdf
759,060_COVID Closeout Certification (PCO 186) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 060 COVID Closeout Certification - signed.pdf,CO 60,MEDIUM,Change Orders,.PDF,0.26,2020-07-14,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 051-075/060_COVID Closeout Certification (PCO 186) (Executed)/Executed CO (Final Docs)/C9015 CO 060 COVID Closeout Certification - signed.pdf
760,061_NOAA Property Modifications (PCO 059) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 061 NOAA Property Modifications - signed.pdf,CO 61,MEDIUM,Change Orders,.PDF,0.75,2020-08-25,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 051-075/061_NOAA Property Modifications (PCO 059) (Executed)/Executed CO (Final Docs)/C9015 CO 061 NOAA Property Modifications - signed.pdf
761,"062_LWB Pvmt Mod-Resurf. LWB & Rke (PCO 180, 192) (Executed)",1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 062 LWB Pvmt Mod-Resurf. LWB & Rke - signed.pdf,CO 62,MEDIUM,Change Orders,.PDF,1.45,2021-05-18,"/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 051-075/062_LWB Pvmt Mod-Resurf. LWB & Rke (PCO 180, 192) (Executed)/Executed CO (Final Docs)/C9015 CO 062 LWB Pvmt Mod-Resurf. LWB & Rke - signed.pdf"
762,063_Powder Coating Materials (PCO 184) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 063 Powder Coating Materials - signed.pdf,CO 63,MEDIUM,Change Orders,.PDF,0.15,2020-07-30,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 051-075/063_Powder Coating Materials (PCO 184) (Executed)/Executed CO (Final Docs)/C9015 CO 063 Powder Coating Materials - signed.pdf
763,064_COVID Suspension of Work (PCO 154) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 064 COVID Suspension of Work - signed.pdf,CO 64,MEDIUM,Change Orders,.PDF,0.21,2020-08-25,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 051-075/064_COVID Suspension of Work (PCO 154) (Executed)/Executed CO (Final Docs)/C9015 CO 064 COVID Suspension of Work - signed.pdf
764,065_Fiber Conduit-Cable Revisions (PCO 172) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 065 Fiber Conduit-Cable Revisions - signed.pdf,CO 65,MEDIUM,Change Orders,.PDF,3.84,2021-04-16,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 051-075/065_Fiber Conduit-Cable Revisions (PCO 172) (Executed)/Executed CO (Final Docs)/C9015 CO 065 Fiber Conduit-Cable Revisions - signed.pdf
765,066_CWA Amendment 2 (PCO 201) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 066 CWA Amendment 2 - signed.pdf,CO 66,MEDIUM,Change Orders,.PDF,0.87,2020-09-21,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 051-075/066_CWA Amendment 2 (PCO 201) (Executed)/Executed CO (Final Docs)/C9015 CO 066 CWA Amendment 2 - signed.pdf
766,067_As-Built WDs-PE Encasement (PCO 152) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 067 As-Built Temp Working Drawings - signed.pdf,CO 67,MEDIUM,Change Orders,.PDF,0.15,2020-10-30,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 051-075/067_As-Built WDs-PE Encasement (PCO 152) (Executed)/Executed CO (Final Docs)/C9015 CO 067 As-Built Temp Working Drawings - signed.pdf
768,069_Roanoke Plz Re-design Pricing (PCO 203) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 069 Roanoke Plz Re-Design Pricing - signed.pdf,CO 69,MEDIUM,Change Orders,.PDF,2.58,2020-11-12,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 051-075/069_Roanoke Plz Re-design Pricing (PCO 203) (Executed)/Executed CO (Final Docs)/C9015 CO 069 Roanoke Plz Re-Design Pricing - signed.pdf
769,070_UL Ltg Nighttime Cir - Design (PCO 187) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 070 UL Ltg Nighttime Cir - Design - signed.pdf,CO 70,MEDIUM,Change Orders,.PDF,0.17,2020-10-09,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 051-075/070_UL Ltg Nighttime Cir - Design (PCO 187) (Executed)/Executed CO (Final Docs)/C9015 CO 070 UL Ltg Nighttime Cir - Design - signed.pdf
770,071_ATM Sign Controllers (PCO 162) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 071 ATM Sign Controllers - signed.pdf,CO 71,MEDIUM,Change Orders,.PDF,0.16,2020-10-29,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 051-075/071_ATM Sign Controllers (PCO 162) (Executed)/Executed CO (Final Docs)/C9015 CO 071 ATM Sign Controllers - signed.pdf
771,072_PLB Structure Requirements (PCO 044) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 072 PLB Structure Requirements - signed.pdf,CO 72,MEDIUM,Change Orders,.PDF,0.16,2020-12-01,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 051-075/072_PLB Structure Requirements (PCO 044) (Executed)/Executed CO (Final Docs)/C9015 CO 072 PLB Structure Requirements - signed.pdf
772,073_PE Encase for WSDOT DI Pipe (PCO 193) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 073 PE Encase for WSDOT DI Pipe - signed.pdf,CO 73,MEDIUM,Change Orders,.PDF,1.61,2020-10-30,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 051-075/073_PE Encase for WSDOT DI Pipe (PCO 193) (Executed)/Executed CO (Final Docs)/C9015 CO 073 PE Encase for WSDOT DI Pipe - signed.pdf
773,074_Reinf. Steel Working Drawings (PCO 151) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 074 Reinf. Steel Working Drawings - signed.pdf,CO 74,MEDIUM,Change Orders,.PDF,0.15,2020-11-10,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 051-075/074_Reinf. Steel Working Drawings (PCO 151) (Executed)/Executed CO (Final Docs)/C9015 CO 074 Reinf. Steel Working Drawings - signed.pdf
774,075_FB&L Fire Hydrant Clar (PCO 196) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 075 FB&L FIRE Hydrant Clar. - signed.pdf,CO 75,MEDIUM,Change Orders,.PDF,0.15,2020-12-07,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 051-075/075_FB&L Fire Hydrant Clar (PCO 196) (Executed)/Executed CO (Final Docs)/C9015 CO 075 FB&L FIRE Hydrant Clar. - signed.pdf
776,"077_COVID Completion of Work (PCO 165, 190) (Executed)",1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 077 COVID Completion of Work - signed.pdf,CO 77,MEDIUM,Change Orders,.PDF,1.27,2021-02-11,"/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 076-100/077_COVID Completion of Work (PCO 165, 190) (Executed)/Executed CO (Final Docs)/C9015 CO 077 COVID Completion of Work - signed.pdf"
777,078_EPS Bearing (PCO 043) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 078 EPS Bearings - signed.pdf,CO 78,MEDIUM,Change Orders,.PDF,0.78,2021-03-15,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 076-100/078_EPS Bearing (PCO 043) (Executed)/Executed CO (Final Docs)/C9015 CO 078 EPS Bearings - signed.pdf
778,079_TMS Workstation Modifications (PCO 208) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 079 TMS Workstation Modifications - signed.pdf,CO 79,MEDIUM,Change Orders,.PDF,0.13,2021-04-02,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 076-100/079_TMS Workstation Modifications (PCO 208) (Executed)/Executed CO (Final Docs)/C9015 CO 079 TMS Workstation Modifications - signed.pdf
779,080_CAD Conformance for RFC Docs (PCO 217) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 080 CAD Conformance for RFC Docs - signed.pdf,CO 80,MEDIUM,Change Orders,.PDF,0.15,2021-02-02,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 076-100/080_CAD Conformance for RFC Docs (PCO 217) (Executed)/Executed CO (Final Docs)/C9015 CO 080 CAD Conformance for RFC Docs - signed.pdf
