Doc_Number,Priority,Review_Status,Document_Type,Category,Appendix_Number,Filename,Subfolder,File_Type,Size_MB,Modified_Date,Closeout_Requirements_Found,Notes,Follow_Up_Required,Reviewer,Review_Date,Full_Path
120,MEDIUM,Not Started,Specifications,7 - Appendices: B - Specifications,B6,Appendix B6.A.pdf,Appendix B6/Appendix B6.A,.PDF,0.05,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/B - Specifications/Appendix B6/Appendix B6.A/Appendix B6.A.pdf
120,MEDIUM,Not Started,Specifications,7 - Appendices: B - Specifications,B6,Appendix B6.B.pdf,Appendix B6/Appendix B6.B,.PDF,0.18,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/B - Specifications/Appendix B6/Appendix B6.B/Appendix B6.B.pdf
120,MEDIUM,Not Started,Specifications,7 - Appendices: B - Specifications,B7,Appendix B7 Cover Sheet.pdf,Appendix B7,.PDF,0.12,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/B - Specifications/Appendix B7/Appendix B7 Cover Sheet.pdf
120,MEDIUM,Not Started,Specifications,7 - Appendices: B - Specifications,B7,Appendix B7.A.pdf,Appendix B7/Appendix B7.A,.PDF,0.1,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/B - Specifications/Appendix B7/Appendix B7.A/Appendix B7.A.pdf
120,MEDIUM,Not Started,Specifications,7 - Appendices: B - Specifications,B7,Appendix B7.B.pdf,Appendix B7/Appendix B7.B,.PDF,0.16,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/B - Specifications/Appendix B7/Appendix B7.B/Appendix B7.B.pdf
120,MEDIUM,Not Started,Specifications,7 - Appendices: B - Specifications,,B Cover Sheet.pdf,,.PDF,0.08,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/B - Specifications/B Cover Sheet.pdf
120,MEDIUM,Not Started,Specifications,7 - Appendices: B - Specifications,B14,B14 Cover Sheet.pdf,Appendix B14,.PDF,0.08,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/B - Specifications/Appendix B14/B14 Cover Sheet.pdf
120,MEDIUM,Not Started,Specifications,7 - Appendices: B - Specifications,B15,B15 Cove Sheet.pdf,Appendix B15,.PDF,0.12,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/B - Specifications/Appendix B15/B15 Cove Sheet.pdf
120,MEDIUM,Not Started,Specifications,7 - Appendices: B - Specifications,B2,B2 Cover Sheet.pdf,Appendix B2,.PDF,0.11,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/B - Specifications/Appendix B2/B2 Cover Sheet.pdf
120,MEDIUM,Not Started,Specifications,7 - Appendices: B - Specifications,B3,B3 Cover Sheet.pdf,Appendix B3,.PDF,0.12,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/B - Specifications/Appendix B3/B3 Cover Sheet.pdf
120,MEDIUM,Not Started,Specifications,7 - Appendices: B - Specifications,B4,B4 Cover Sheet.pdf,Appendix B4,.PDF,0.12,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/B - Specifications/Appendix B4/B4 Cover Sheet.pdf
120,MEDIUM,Not Started,Specifications,7 - Appendices: B - Specifications,B5,B5 Cover Sheet.pdf,Appendix B5,.PDF,0.12,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/B - Specifications/Appendix B5/B5 Cover Sheet.pdf
120,MEDIUM,Not Started,Specifications,7 - Appendices: B - Specifications,B6,B6.A Cover Sheet.pdf,Appendix B6/Appendix B6.A,.PDF,0.12,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/B - Specifications/Appendix B6/Appendix B6.A/B6.A Cover Sheet.pdf
120,MEDIUM,Not Started,Specifications,7 - Appendices: B - Specifications,B6,B6.B Cover Sheet.pdf,Appendix B6/Appendix B6.B,.PDF,0.12,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/B - Specifications/Appendix B6/Appendix B6.B/B6.B Cover Sheet.pdf
120,MEDIUM,Not Started,Specifications,7 - Appendices: B - Specifications,B7,B7.A Cover Sheet.pdf,Appendix B7/Appendix B7.A,.PDF,0.12,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/B - Specifications/Appendix B7/Appendix B7.A/B7.A Cover Sheet.pdf
120,MEDIUM,Not Started,Specifications,7 - Appendices: B - Specifications,B7,B7.B Cover Sheet.pdf,Appendix B7/Appendix B7.B,.PDF,0.12,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/B - Specifications/Appendix B7/Appendix B7.B/B7.B Cover Sheet.pdf
135,MEDIUM,Not Started,Agreements/TCAs,7 - Appendices: C - Commitments List,C1,Appendix C1.pdf,Appendix C1,.PDF,0.18,2019-11-26,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/C - Commitments List/Appendix C1/Appendix C1.pdf
135,MEDIUM,Not Started,Agreements/TCAs,7 - Appendices: C - Commitments List,,C Cover Sheet.pdf,,.PDF,0.12,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/C - Commitments List/C Cover Sheet.pdf
286,MEDIUM,Not Started,Project Administration,7 - Appendices: F - Forms,F,Appendix F Cover_Sheet.pdf,,.PDF,0.12,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/F - Forms/Appendix F Cover_Sheet.pdf
286,MEDIUM,Not Started,Project Administration,7 - Appendices: F - Forms,F1,Appendix F1.pdf,Appendix F1,.PDF,0.43,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/F - Forms/Appendix F1/Appendix F1.pdf
286,MEDIUM,Not Started,Project Administration,7 - Appendices: F - Forms,F2,Appendix F2.pdf,Appendix F2,.PDF,0.22,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/F - Forms/Appendix F2/Appendix F2.pdf
286,MEDIUM,Not Started,Project Administration,7 - Appendices: F - Forms,F3,Appendix F3.pdf,Appendix F3,.PDF,0.02,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/F - Forms/Appendix F3/Appendix F3.pdf
286,MEDIUM,Not Started,Project Administration,7 - Appendices: F - Forms,F4,Appendix F4.pdf,Appendix F4,.PDF,0.22,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/F - Forms/Appendix F4/Appendix F4.pdf
286,MEDIUM,Not Started,Project Administration,7 - Appendices: F - Forms,F5,Appendix F5.A.pdf,Appendix F5/Appendix F5.A,.PDF,0.08,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/F - Forms/Appendix F5/Appendix F5.A/Appendix F5.A.pdf
286,MEDIUM,Not Started,Project Administration,7 - Appendices: F - Forms,F5,Appendix F5B.pdf,Appendix F5/Appendix F5.B,.PDF,0.01,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/F - Forms/Appendix F5/Appendix F5.B/Appendix F5B.pdf
286,MEDIUM,Not Started,Project Administration,7 - Appendices: F - Forms,F6,Appendix F6.PDF,Appendix F6,.PDF,0.21,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/F - Forms/Appendix F6/Appendix F6.PDF
286,MEDIUM,Not Started,Project Administration,7 - Appendices: F - Forms,F7,Appendix F7.A.pdf,Appendix F7/Appendix F7.A,.PDF,0.1,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/F - Forms/Appendix F7/Appendix F7.A/Appendix F7.A.pdf
286,MEDIUM,Not Started,Project Administration,7 - Appendices: F - Forms,F7,Appendix F7.B.pdf,Appendix F7/Appendix F7.B,.PDF,0.11,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/F - Forms/Appendix F7/Appendix F7.B/Appendix F7.B.pdf
286,MEDIUM,Not Started,Project Administration,7 - Appendices: F - Forms,F8,Appendix F8.pdf,Appendix F8,.PDF,3.56,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/F - Forms/Appendix F8/Appendix F8.pdf
286,MEDIUM,Not Started,Project Administration,7 - Appendices: F - Forms,F2,F2 Cover Sheet.pdf,Appendix F2,.PDF,0.12,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/F - Forms/Appendix F2/F2 Cover Sheet.pdf
286,MEDIUM,Not Started,Project Administration,7 - Appendices: F - Forms,F3,F3 Cover Sheet.pdf,Appendix F3,.PDF,0.12,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/F - Forms/Appendix F3/F3 Cover Sheet.pdf
286,MEDIUM,Not Started,Project Administration,7 - Appendices: F - Forms,F4,F4 Cover Sheet.pdf,Appendix F4,.PDF,0.12,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/F - Forms/Appendix F4/F4 Cover Sheet.pdf
286,MEDIUM,Not Started,Project Administration,7 - Appendices: F - Forms,F5,F5 Cover Sheet.pdf,Appendix F5,.PDF,0.16,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/F - Forms/Appendix F5/F5 Cover Sheet.pdf
286,MEDIUM,Not Started,Project Administration,7 - Appendices: F - Forms,F5,F5.A Cover Sheet.pdf,Appendix F5/Appendix F5.A,.PDF,0.16,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/F - Forms/Appendix F5/Appendix F5.A/F5.A Cover Sheet.pdf
286,MEDIUM,Not Started,Project Administration,7 - Appendices: F - Forms,F5,F5.B Cover Sheet.pdf,Appendix F5/Appendix F5.B,.PDF,0.16,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/F - Forms/Appendix F5/Appendix F5.B/F5.B Cover Sheet.pdf
286,MEDIUM,Not Started,Project Administration,7 - Appendices: F - Forms,F6,F6 Cover Sheet.pdf,Appendix F6,.PDF,0.12,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/F - Forms/Appendix F6/F6 Cover Sheet.pdf
286,MEDIUM,Not Started,Project Administration,7 - Appendices: F - Forms,F7,F7 Cover Sheet.pdf,Appendix F7,.PDF,0.12,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/F - Forms/Appendix F7/F7 Cover Sheet.pdf
286,MEDIUM,Not Started,Project Administration,7 - Appendices: F - Forms,F7,F7.A Cover Sheet.pdf,Appendix F7/Appendix F7.A,.PDF,0.16,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/F - Forms/Appendix F7/Appendix F7.A/F7.A Cover Sheet.pdf
286,MEDIUM,Not Started,Project Administration,7 - Appendices: F - Forms,F7,F7.B Cover Sheet.pdf,Appendix F7/Appendix F7.B,.PDF,0.16,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/F - Forms/Appendix F7/Appendix F7.B/F7.B Cover Sheet.pdf
286,MEDIUM,Not Started,Project Administration,7 - Appendices: F - Forms,F8,F8 Cover Sheet.pdf,Appendix F8,.PDF,0.16,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/F - Forms/Appendix F8/F8 Cover Sheet.pdf
339,MEDIUM,Not Started,Infrastructure Systems,"7 - Appendices: I - Illumination, Electrical & ITS",I1,Appendix I1.pdf,Appendix I1,.PDF,0.26,2019-10-28,,,,,,"/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/I - Illumination, Electrical & ITS/Appendix I1/Appendix I1.pdf"
339,MEDIUM,Not Started,Infrastructure Systems,"7 - Appendices: I - Illumination, Electrical & ITS",I10,Appendix I10.pdf,Appendix I10,.PDF,1.41,2019-10-28,,,,,,"/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/I - Illumination, Electrical & ITS/Appendix I10/Appendix I10.pdf"
339,MEDIUM,Not Started,Infrastructure Systems,"7 - Appendices: I - Illumination, Electrical & ITS",I13,Appendix I13.pdf,Appendix I13,.PDF,1.14,2019-10-28,,,,,,"/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/I - Illumination, Electrical & ITS/Appendix I13/Appendix I13.pdf"
339,MEDIUM,Not Started,Infrastructure Systems,"7 - Appendices: I - Illumination, Electrical & ITS",I14,Appendix I14.pdf,Appendix I14,.PDF,0.28,2019-10-28,,,,,,"/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/I - Illumination, Electrical & ITS/Appendix I14/Appendix I14.pdf"
339,MEDIUM,Not Started,Infrastructure Systems,"7 - Appendices: I - Illumination, Electrical & ITS",I16,Appendix I16.pdf,Appendix I16,.PDF,0.22,2019-10-28,,,,,,"/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/I - Illumination, Electrical & ITS/Appendix I16/Appendix I16.pdf"
339,MEDIUM,Not Started,Infrastructure Systems,"7 - Appendices: I - Illumination, Electrical & ITS",I19,Appendix I19.pdf,Appendix I19,.PDF,0.06,2019-10-28,,,,,,"/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/I - Illumination, Electrical & ITS/Appendix I19/Appendix I19.pdf"
339,MEDIUM,Not Started,Infrastructure Systems,"7 - Appendices: I - Illumination, Electrical & ITS",I2,Appendix I2.pdf,Appendix I2,.PDF,12.41,2019-10-28,,,,,,"/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/I - Illumination, Electrical & ITS/Appendix I2/Appendix I2.pdf"
339,MEDIUM,Not Started,Infrastructure Systems,"7 - Appendices: I - Illumination, Electrical & ITS",I22,Appendix I22.pdf,Appendix I22,.PDF,0.62,2019-10-28,,,,,,"/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/I - Illumination, Electrical & ITS/Appendix I22/Appendix I22.pdf"
339,MEDIUM,Not Started,Infrastructure Systems,"7 - Appendices: I - Illumination, Electrical & ITS",I23,Appendix I23.pdf,Appendix I23,.PDF,17.78,2019-10-28,,,,,,"/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/I - Illumination, Electrical & ITS/Appendix I23/Appendix I23.pdf"
339,MEDIUM,Not Started,Infrastructure Systems,"7 - Appendices: I - Illumination, Electrical & ITS",I3,Appendix I3.pdf,Appendix I3,.PDF,1.98,2019-10-28,,,,,,"/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/I - Illumination, Electrical & ITS/Appendix I3/Appendix I3.pdf"
339,MEDIUM,Not Started,Infrastructure Systems,"7 - Appendices: I - Illumination, Electrical & ITS",I4,Appendix I4.pdf,Appendix I4,.PDF,0.24,2019-10-28,,,,,,"/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/I - Illumination, Electrical & ITS/Appendix I4/Appendix I4.pdf"
339,MEDIUM,Not Started,Infrastructure Systems,"7 - Appendices: I - Illumination, Electrical & ITS",I5,Appendix I5.pdf,Appendix I5,.PDF,9.05,2019-10-28,,,,,,"/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/I - Illumination, Electrical & ITS/Appendix I5/Appendix I5.pdf"
339,MEDIUM,Not Started,Infrastructure Systems,"7 - Appendices: I - Illumination, Electrical & ITS",I6,Appendix I6.pdf,Appendix I6,.PDF,9.6,2019-10-28,,,,,,"/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/I - Illumination, Electrical & ITS/Appendix I6/Appendix I6.pdf"
339,MEDIUM,Not Started,Infrastructure Systems,"7 - Appendices: I - Illumination, Electrical & ITS",I7,Appendix I7.pdf,Appendix I7,.PDF,10.14,2019-10-28,,,,,,"/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/I - Illumination, Electrical & ITS/Appendix I7/Appendix I7.pdf"
339,MEDIUM,Not Started,Infrastructure Systems,"7 - Appendices: I - Illumination, Electrical & ITS",I8,Appendix I8.pdf,Appendix I8,.PDF,2.94,2019-10-28,,,,,,"/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/I - Illumination, Electrical & ITS/Appendix I8/Appendix I8.pdf"
339,MEDIUM,Not Started,Infrastructure Systems,"7 - Appendices: I - Illumination, Electrical & ITS",,I Cover Sheet.pdf,,.PDF,0.12,2019-10-28,,,,,,"/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/I - Illumination, Electrical & ITS/I Cover Sheet.pdf"
339,MEDIUM,Not Started,Infrastructure Systems,"7 - Appendices: I - Illumination, Electrical & ITS",I10,I10 Cover Sheet.pdf,Appendix I10,.PDF,0.08,2019-10-28,,,,,,"/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/I - Illumination, Electrical & ITS/Appendix I10/I10 Cover Sheet.pdf"
339,MEDIUM,Not Started,Infrastructure Systems,"7 - Appendices: I - Illumination, Electrical & ITS",I12,I12 Cover Sheet.pdf,Appendix I12,.PDF,0.17,2019-10-28,,,,,,"/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/I - Illumination, Electrical & ITS/Appendix I12/I12 Cover Sheet.pdf"
339,MEDIUM,Not Started,Infrastructure Systems,"7 - Appendices: I - Illumination, Electrical & ITS",I14,I14 Cover Sheet.pdf,Appendix I14,.PDF,0.12,2019-10-28,,,,,,"/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/I - Illumination, Electrical & ITS/Appendix I14/I14 Cover Sheet.pdf"
339,MEDIUM,Not Started,Infrastructure Systems,"7 - Appendices: I - Illumination, Electrical & ITS",I15,I15 Cover Sheet.pdf,Appendix I15,.PDF,0.08,2019-10-28,,,,,,"/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/I - Illumination, Electrical & ITS/Appendix I15/I15 Cover Sheet.pdf"
339,MEDIUM,Not Started,Infrastructure Systems,"7 - Appendices: I - Illumination, Electrical & ITS",I19,I19 Cover Sheet.pdf,Appendix I19,.PDF,0.08,2019-10-28,,,,,,"/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/I - Illumination, Electrical & ITS/Appendix I19/I19 Cover Sheet.pdf"
339,MEDIUM,Not Started,Infrastructure Systems,"7 - Appendices: I - Illumination, Electrical & ITS",I2,I2 Cover Sheet.pdf,Appendix I2,.PDF,0.08,2019-10-28,,,,,,"/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/I - Illumination, Electrical & ITS/Appendix I2/I2 Cover Sheet.pdf"
339,MEDIUM,Not Started,Infrastructure Systems,"7 - Appendices: I - Illumination, Electrical & ITS",I23,I23 Cover Sheet.pdf,Appendix I23,.PDF,0.13,2019-10-28,,,,,,"/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/I - Illumination, Electrical & ITS/Appendix I23/I23 Cover Sheet.pdf"
339,MEDIUM,Not Started,Infrastructure Systems,"7 - Appendices: I - Illumination, Electrical & ITS",I3,I3 Cover Sheet.pdf,Appendix I3,.PDF,0.08,2019-10-28,,,,,,"/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/I - Illumination, Electrical & ITS/Appendix I3/I3 Cover Sheet.pdf"
339,MEDIUM,Not Started,Infrastructure Systems,"7 - Appendices: I - Illumination, Electrical & ITS",I4,I4 Cover Sheet.pdf,Appendix I4,.PDF,0.08,2019-10-28,,,,,,"/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/I - Illumination, Electrical & ITS/Appendix I4/I4 Cover Sheet.pdf"
339,MEDIUM,Not Started,Infrastructure Systems,"7 - Appendices: I - Illumination, Electrical & ITS",I5,I5 Cover Sheet.pdf,Appendix I5,.PDF,0.08,2019-10-28,,,,,,"/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/I - Illumination, Electrical & ITS/Appendix I5/I5 Cover Sheet.pdf"
339,MEDIUM,Not Started,Infrastructure Systems,"7 - Appendices: I - Illumination, Electrical & ITS",I6,I6 Cover Sheet.pdf,Appendix I6,.PDF,0.08,2019-10-28,,,,,,"/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/I - Illumination, Electrical & ITS/Appendix I6/I6 Cover Sheet.pdf"
339,MEDIUM,Not Started,Infrastructure Systems,"7 - Appendices: I - Illumination, Electrical & ITS",I7,I7 Cover Sheet.pdf,Appendix I7,.PDF,0.08,2019-10-28,,,,,,"/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/I - Illumination, Electrical & ITS/Appendix I7/I7 Cover Sheet.pdf"
339,MEDIUM,Not Started,Infrastructure Systems,"7 - Appendices: I - Illumination, Electrical & ITS",I8,I8 Cover Sheet.pdf,Appendix I8,.PDF,0.08,2019-10-28,,,,,,"/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/I - Illumination, Electrical & ITS/Appendix I8/I8 Cover Sheet.pdf"
